EM_QUAL_DEPARTAMENTO_DO_CEPEL_VOCE_ESTA_ALOCADO,FAVOR_APONTAR_SUA_FAIXA_ETARIA,FAVOR_APONTAR_O_SEU_TEMPO_DE_CASA_NO_CEPEL,FAVOR_APONTAR_SEU_MAIOR_NIVEL_DE_FORMACAO_EDUCACIONAL,HA_QUANTO_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,HA_QUANTO_TEMPO_VOCE_JA_TRABALHA_COM_DADOS_GOVERNANCA_ENGENHARIA_CIENCIA_OU_ANALISE_DE_DADOS,SENIORIDADE_TEMPO_DE_CASA_NO_CEPEL,SENIORIDADE_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,SENIORIDADE_TEMPO_VOCE_JA_TRABALHA_COM_DADOS_GOVERNANCA_ENGENHARIA_CIENCIA_OU_ANALISE_DE_DADOS,TECNOLOGIA,RESPOSTA,CATEGORIA,TOTAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,INTELLIJ_IDEA,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,IOS,Já usei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,JAVA,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,JAVASCRIPT,Uso atualmente,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,JENKINS,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,JIRA,Uso atualmente,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,JULIA,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,JUPYTER_LABNOTEBOOK,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,KAGGLE_NOTEBOOKS,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,KANBAN,Já usei,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,KEEP_A_CHANGELOG,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,KUBERNETES,Já usei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LABVIEW,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LABVIEW2,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LAKEFS,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LINEAR,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LINUX_ALPINE,Não tenho opinião / Não sei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LINUX_ARCH_MANJARO_ENDEAVOUROS,Não tenho opinião / Não sei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LINUX_DEBIAN_UBUNTU_MINT_KALI,Já usei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,Não tenho opinião / Não sei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,LINUX_SUSE,Não tenho opinião / Não sei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MACOS,Já usei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MANTIS,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MATLAB,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MERCURIAL,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MIRO,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MKDOCS,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MLOPS,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MONDAYCOM,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MS_SHAREPOINT,Já usei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MS_TEAMS,Já usei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MS_VISUAL_STUDIO,Uso atualmente,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,MS_WHITEBOARD,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,NETBEAMS,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,NORNIR,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,NOTION,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OBS_STUDIO,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OCTOPUSDEPLOY,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OPENTOFU,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OPSLEVEL,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRA,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,OUTRO,Uso atualmente,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PHP,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PLANNER,Já usei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PLANTUML,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PMBOK,Não tenho opinião / Não sei,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PODMAN,Uso atualmente,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PORT,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PRINCIPIOS_KISS,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PRINCIPIOS_SOLID,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PRINCIPIOS_YAGNI,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PROXMOX,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PULUMI,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PUPPET,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PYCHARM,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,PYTHON,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,QUAIS_DAS_SEGUINTES_LINGUAGENS_DE_PROGRAMACAO_VOLTADAS_A_DADOS_LHE_SAO_PRIORITARIAS,SQL;JavaScript;C#;,LINGUAGEM_PRIORITARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,QUAIS_DOS_SEGUINTES_FRAMEWORKSFERRAMENTAS_DE_CONTROLE_DE_VERSAO_DE_SOFTWAREDADOS_LHE_SAO_PRIORITARIOS,Git + GitHub;Git + Bitbucket;Git + GitLab;,CONTROLE_VERSAO_PRIORITARIO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,QUAIS_DOS_SEGUINTES_FRAMEWORKSFERRAMENTAS_DE_DESENVOLVIMENTO_DE_SOFTWAREDADOS_LHE_SAO_PRIORITARIOS,MS Visual Studio;VS Code;Cursor;,IDES_PRIORITARIO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,Docker;Podman;DockerCompose;,VIRTUALIZACAO_PRIORITARIO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,QUAIS_DOS_SEGUINTES_SISTEMAS_OPERACIONAIS_LHE_SAO_PRIORITARIOS,"Windows 10/11;Linux Debian (Ubuntu, Mint, Kali);Windows NT Server;",SISTEMA_OPERACIONAL_PRIORITARIO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,R,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,RDP_WINDOWS,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,READ_THE_DOCS,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,REFACTORING,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,RESTRUCTUREDTEXT_REST,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,RUBY,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,RUST,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SAFE,Não tenho opinião / Não sei,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SALT,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SCALA,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SCOPI,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SCRIBE,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SCRUM,Uso atualmente,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SHELL_SCRIPT,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SINGULARITY,Me interesso em usar,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SLACK,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SPHINX,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SQL,Uso atualmente,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SSH,Uso atualmente,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SUBLIME,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SVN_APACHE_SUBVERSION,Já usei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SWAGGER,Uso atualmente,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,SWEBOK,Não tenho opinião / Não sei,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,TDD_TESTDRIVEN_DEVELOPMENT,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,TEAMCITY,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,TERRAFORM,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,THE_TWELVEFACTOR_APP,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,TRAVIS_CI,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,TRELLO,Já usei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,TYPESCRIPT,Uso atualmente,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,VAGRANT,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,VIM,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,VIRTUALBOX,Já usei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,VMWARE,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,VNC_MULTIPLATAFORMA,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,VS_CODE,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,WINDOWS_1011,Uso atualmente,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,WINDOWS_NT_SERVER,Já usei,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,3-5 anos,Graduação,3-5 anos,3-5 anos,Pleno,Pleno,Pleno,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,Já usei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,ANDROID,Uso atualmente,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,ANSIBLE,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,ANTIGRAVITY,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,ARGOCD,Não tenho opinião / Não sei,CI_CD,1
